name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,mileage_kmpl,engine_cc,max_power_bhp,torque_nm,log_selling_price
Tata New Safari 4X4 EXI BSIII,2007,95000,120000,Diesel,Individual,Manual,Second Owner,7,12.0,2092,127.0,7357.5,11.461632170582678
Toyota Etios GD,2014,550000,250000,Diesel,Individual,Manual,First Owner,5,23.59,1364,67.04,170.0,13.217673557208654
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2016,900000,100000,Diesel,Individual,Manual,First Owner,9,13.58,2499,72.4,171.0,13.710150042306449
Tata Sumo Gold GX,2013,350000,120000,Diesel,Individual,Manual,Second Owner,7,15.3,2956,83.83,250.0,12.765688433465597
Hyundai Grand i10 Asta,2014,455999,32000,Petrol,Individual,Manual,First Owner,5,18.9,1197,82.0,114.0,13.030245895511662
Maruti Alto STD,2008,129000,60000,Petrol,Individual,Manual,First Owner,5,19.7,796,46.3,62.0,11.76756768334381
Nissan Terrano XL D Option,2018,840000,30000,Diesel,Individual,Manual,First Owner,5,19.87,1461,83.14,200.0,13.641157170819497
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2010,235000,100000,Diesel,Individual,Manual,Second Owner,7,13.93,2179,138.1,320.0,12.367340793126296
Mahindra TUV 300 T6,2016,700000,50000,Diesel,Individual,Manual,First Owner,7,18.49,1493,100.0,240.0,13.458835614025542
Hyundai Santro Xing ABS,2010,140000,40000,Petrol,Individual,Manual,Second Owner,5,19.2,1248,82.0,180.0,11.84939770159144
Hyundai Grand i10 1.2 Kappa Sportz Option,2018,528000,5000,Petrol,Individual,Manual,First Owner,5,18.9,1197,81.86,113.75,13.176851562688398
Jeep Compass 2.0 Limited Option,2017,1500000,12000,Diesel,Individual,Manual,First Owner,5,17.1,1956,170.0,350.0,14.22097566607244
Chevrolet Aveo U-VA 1.2 LS,2007,102000,50000,Petrol,Individual,Manual,Second Owner,5,15.26,1150,74.9,110.0,11.532728092266408
Mahindra XUV500 W8 AWD,2014,750000,70000,Diesel,Individual,Manual,Second Owner,7,15.1,2179,140.0,330.0,13.527828485512494
Maruti Baleno Alpha 1.2,2015,650000,50000,Petrol,Individual,Manual,First Owner,5,21.4,1197,83.1,115.0,13.38472764187182
Volkswagen Polo Petrol Trendline 1.2L,2012,310000,40000,Petrol,Individual,Manual,First Owner,5,16.47,1198,73.9,110.0,12.644327576461329
Hyundai Xcent 1.2 Kappa S,2014,480000,30000,Petrol,Individual,Manual,First Owner,5,19.1,1197,82.0,114.0,13.081541382884074
Maruti Alto 800 VXI,2018,320000,15000,Petrol,Individual,Manual,First Owner,5,24.7,796,47.3,69.0,12.676076274775909
Honda City i VTEC VX,2015,750000,40000,Petrol,Individual,Manual,First Owner,5,17.4,1497,117.3,145.0,13.527828485512494
Nissan Micra Active XL Petrol,2017,370000,40000,Petrol,Individual,Manual,First Owner,5,19.49,1198,67.04,104.0,12.821258284620408
Maruti Swift ZXI,2013,320000,60000,Petrol,Individual,Manual,Fourth & Above Owner,5,18.6,1197,85.8,114.0,12.676076274775909
Maruti Swift ZXI,2013,420000,67000,Petrol,Individual,Manual,First Owner,5,18.6,1197,85.8,114.0,12.948009990259552
Maruti Swift Dzire VXi,2010,240000,60000,Petrol,Individual,Manual,Second Owner,5,17.5,1298,85.8,114.0,12.388394202324129
Datsun RediGO 1.0 S,2017,220000,60000,Petrol,Individual,Manual,First Owner,5,22.5,999,67.0,91.0,12.301382825334498
Tata Tiago 1.2 Revotron XM,2016,350000,30000,Petrol,Individual,Manual,First Owner,5,23.84,1199,84.0,114.0,12.765688433465597
Toyota Etios Cross 1.2L G,2016,434999,50000,Petrol,Individual,Manual,Second Owner,5,18.16,1197,78.8,104.0,12.983099011217604
Honda CR-V 2.0L 2WD AT,2006,125000,200000,Petrol,Individual,Automatic,Third Owner,5,13.1,1997,141.1,190.0,11.736069016284437
Mahindra KUV 100 mFALCON G80 K6 AW,2016,400000,14000,Petrol,Individual,Manual,Second Owner,6,18.15,1198,82.0,115.0,12.89921982609012
Chevrolet Tavera Neo 3 9 Str BSIII,2015,425000,70000,Diesel,Individual,Manual,First Owner,9,13.58,2499,72.4,171.0,12.959844447906553
Maruti Ritz Genus VDi,2010,311000,94000,Diesel,Individual,Manual,Second Owner,5,21.1,1248,75.0,190.0,12.647548191161372
Chevrolet Tavera Neo 3 10 Seats BSIII,2015,509999,197000,Diesel,Individual,Manual,First Owner,10,13.58,2499,72.4,171.0,13.142164043914272
Ford Figo 1.5D Trend MT,2015,530000,79000,Diesel,Individual,Manual,Second Owner,5,25.83,1498,99.0,215.0,13.180632285528304
Skoda Octavia Rider 1.9 AT TDI,2008,210000,120000,Diesel,Individual,Manual,Second Owner,5,18.7,1896,66.0,180.0,12.254862809699606
Mahindra Marazzo M2 8Str BSIV,2019,977000,30000,Diesel,Individual,Manual,First Owner,8,17.3,1497,121.0,300.0,13.79224193102492
Maruti Wagon R VXI BS IV,2018,440000,20000,Petrol,Individual,Manual,First Owner,5,20.51,998,67.04,90.0,12.994530005894443
Maruti Wagon R VXI BS IV,2018,440000,17000,Petrol,Individual,Manual,First Owner,5,20.51,998,67.04,90.0,12.994530005894443
Hyundai i20 1.2 Spotz,2018,655000,20000,Petrol,Individual,Manual,First Owner,5,18.6,1197,81.83,114.7,13.39239051461739
Renault KWID RXT Optional,2016,295000,60000,Petrol,Individual,Manual,First Owner,5,25.17,799,53.3,72.0,12.594730635321957
Hyundai Getz 1.1 GLE,2007,65000,70000,Petrol,Individual,Manual,Third Owner,5,15.0,1086,66.6,1962.0,11.082142548877775
Tata Hexa XT,2017,1200000,150000,Diesel,Individual,Manual,First Owner,7,17.6,2179,153.86,400.0,13.997832114758229
Tata Hexa XM,2017,1251000,35000,Diesel,Individual,Manual,First Owner,7,17.6,2179,153.86,400.0,14.039453789449048
Tata Indigo CS eLX BS IV,2010,200000,60000,Diesel,Individual,Manual,First Owner,5,23.03,1396,69.0,140.0,12.206072645530174
Maruti Wagon R LXI CNG,2018,400000,60000,CNG,Individual,Manual,First Owner,5,18.62,998,58.16,77.0,12.89921982609012
Honda Amaze E i-VTEC,2017,475000,57000,Petrol,Individual,Manual,First Owner,5,17.8,1198,86.7,109.0,13.071070083016778
Tata Indigo VS,2012,110000,120000,Diesel,Individual,Manual,Second Owner,5,17.8,1405,70.0,24525.0,11.608235644774552
Renault KWID 1.0 RXT 02 Anniversary Edition,2017,350000,30000,Petrol,Individual,Manual,First Owner,5,23.01,999,67.0,91.0,12.765688433465597
Maruti Swift Dzire Tour LDI,2016,450000,175000,Diesel,Individual,Manual,First Owner,5,23.4,1248,74.0,190.0,13.017002861746503
Tata Indigo LX,2010,150000,90000,Diesel,Individual,Manual,First Owner,5,17.0,1405,70.0,4905.0,11.918390573078392
Tata Indica V2 DLS,2009,80000,110000,Diesel,Individual,Manual,Second Owner,5,17.2,1396,53.5,4905.0,11.289781913656018
Hyundai i20 Magna 1.2,2015,430000,35000,Petrol,Individual,Manual,Second Owner,5,18.6,1197,81.83,114.7,12.971540487669746
Toyota Innova Crysta 2.4 ZX MT BSIV,2017,1450000,81000,Diesel,Individual,Manual,First Owner,7,13.68,2393,147.8,343.0,14.187074114396758
Tata Hexa XTA,2017,1445000,60000,Diesel,Individual,Automatic,First Owner,7,17.6,2179,153.86,400.0,14.183619879528669
Honda City i DTec S,2016,670000,60000,Diesel,Individual,Manual,First Owner,5,26.0,1498,98.6,200.0,13.415032991367148
Mercedes-Benz GLA Class 200,2016,2000000,70000,Petrol,Individual,Automatic,First Owner,5,13.7,1991,183.0,300.0,14.508657738524219
Maruti Swift 1.3 VXi,2010,175000,83000,Petrol,Individual,Manual,Second Owner,5,19.2,1248,82.0,180.0,12.072541252905651
Honda Amaze S i-Dtech,2015,440000,50000,Diesel,Individual,Manual,First Owner,5,25.8,1498,98.6,200.0,12.994530005894443
Datsun GO Plus A Option Petrol,2018,530000,65000,Petrol,Individual,Manual,First Owner,7,19.02,1198,67.05,104.0,13.180632285528304
Volkswagen Polo Diesel Comfortline 1.2L,2013,280000,80000,Diesel,Individual,Manual,Second Owner,5,22.07,1199,73.9,180.0,12.542544882151386
Maruti Swift Dzire AMT ZXI,2017,725000,35000,Petrol,Individual,Automatic,First Owner,5,21.21,1197,81.8,113.0,13.493926933836812
Maruti Zen Estilo LXI BSIII,2007,90000,70000,Petrol,Individual,Manual,First Owner,5,18.2,998,67.1,90.0,11.407564949312402
Hyundai i10 Magna 1.1L,2015,287000,100000,Petrol,Individual,Manual,Second Owner,5,19.81,1086,68.05,99.04,12.567237494741757
Hyundai Creta 1.6 SX Automatic,2018,1380000,55000,Petrol,Individual,Automatic,First Owner,5,14.8,1591,121.3,151.0,14.137594057133388
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,750000,80000,Diesel,Individual,Manual,Second Owner,7,12.99,2494,100.6,200.0,13.527828485512494
Hyundai Verna 1.4 VTVT,2016,650000,40000,Petrol,Individual,Manual,First Owner,5,17.43,1396,105.5,135.3,13.38472764187182
Maruti Wagon R LXI BS IV,2013,240000,108916,Petrol,Individual,Manual,Second Owner,5,20.51,998,67.04,90.0,12.388394202324129
Honda City i DTec VX,2016,1000000,50000,Diesel,Individual,Manual,Second Owner,5,26.0,1498,98.6,200.0,13.815510557964274
Hyundai Santro Xing GL Plus,2012,200000,90000,Petrol,Individual,Manual,Second Owner,5,17.92,1086,62.1,96.1,12.206072645530174
Maruti Alto LX,2004,90000,70000,Petrol,Individual,Manual,Fourth & Above Owner,5,19.7,796,46.3,62.0,11.407564949312402
Hyundai i20 1.4 CRDi Asta,2012,330000,90000,Diesel,Individual,Manual,First Owner,5,23.0,1396,90.0,219.744,12.706847933442663
Maruti Ritz VDi ABS,2009,200000,70000,Diesel,Individual,Manual,First Owner,5,21.1,1248,73.9,113.0,12.206072645530174
Mahindra KUV 100 D75 K4 Plus,2018,420000,31000,Diesel,Individual,Manual,First Owner,6,25.32,1198,77.0,190.0,12.948009990259552
Maruti Swift Dzire VDi,2009,260000,120000,Diesel,Individual,Manual,Second Owner,5,19.3,1248,73.9,190.0,12.468436909997665
Hyundai i20 Sportz 1.2,2016,590000,40000,Petrol,Individual,Manual,First Owner,5,18.6,1197,81.83,114.7,13.287877815881902
Maruti Swift VDI BSIV,2015,545000,180000,Diesel,Individual,Manual,First Owner,5,25.2,1248,74.0,190.0,13.208541073645382
Maruti Wagon R LXI BS IV,2011,210000,90000,Petrol,Individual,Manual,Second Owner,5,18.9,998,67.1,90.0,12.254862809699606
Maruti Wagon R LXI,2006,125000,59000,Petrol,Individual,Manual,Second Owner,5,18.9,998,67.1,90.0,11.736069016284437
Hyundai EON Magna Plus,2014,280000,60000,Petrol,Individual,Manual,Second Owner,5,21.1,814,55.2,74.5,12.542544882151386
Hyundai Santro Xing XO,2005,99000,89500,Petrol,Individual,Manual,First Owner,5,19.2,1248,82.0,180.0,11.502875129116727
Maruti Wagon R VXI,2005,98000,70000,Petrol,Individual,Manual,Second Owner,5,18.9,998,67.1,90.0,11.49272275765271
Tata Indica Vista Aqua 1.4 TDI,2009,100000,190000,Diesel,Individual,Manual,First Owner,5,17.0,1405,71.0,135.0,11.512925464970229
Mahindra Verito Vibe 1.5 dCi D4,2013,250000,180000,Diesel,Individual,Manual,First Owner,5,20.8,1461,64.1,160.0,12.429216196844383
Toyota Fortuner 3.0 Diesel,2010,750000,150000,Diesel,Individual,Manual,Second Owner,7,11.5,2982,171.0,343.0,13.527828485512494
Chevrolet Optra Magnum 2.0 LS,2007,160000,130000,Diesel,Individual,Manual,Second Owner,5,16.52,1991,123.7,305.0,11.982929094215963
Hyundai Verna 1.6 CRDi EX AT,2013,509999,120000,Diesel,Individual,Automatic,Second Owner,5,22.32,1582,126.3,259.9,13.142164043914272
Tata Indica V2 DL,2009,95000,80000,Diesel,Individual,Manual,Second Owner,5,17.88,1396,52.8,85.0,11.461632170582678
Hyundai Verna 1.6 SX CRDi (O),2014,525000,80000,Diesel,Individual,Manual,Second Owner,5,22.32,1582,126.32,259.8,13.17115354157376
Maruti 800 AC,1997,50000,60000,Petrol,Individual,Manual,Second Owner,4,16.1,796,37.0,59.0,10.819778284410283
Volkswagen Polo Diesel Highline 1.2L,2011,254999,120000,Diesel,Individual,Manual,Third Owner,5,22.07,1199,73.9,180.0,12.449014902564246
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,950000,51000,Diesel,Individual,Manual,First Owner,5,25.1,1248,88.5,200.0,13.764217263576723
Honda City 2017-2020 GXi,2007,229999,60000,Petrol,Individual,Manual,Third Owner,5,17.7,1497,78.0,6867.0,12.345830240069793
Toyota Innova 2.5 G4 Diesel 8-seater,2009,600000,220000,Diesel,Individual,Manual,First Owner,8,12.8,2494,102.0,33354.0,13.304684934198283
Maruti Alto 800 VXI Optional,2017,330000,20000,Petrol,Individual,Manual,First Owner,5,24.7,796,47.3,69.0,12.706847933442663
Maruti Alto K10 VXI,2017,350000,40000,Petrol,Individual,Manual,First Owner,5,23.95,998,67.05,90.0,12.765688433465597
Volkswagen Polo 1.2 MPI Comfortline,2016,560000,35000,Petrol,Individual,Manual,First Owner,5,16.2,1199,74.0,110.0,13.235692062711331
Maruti A-Star Vxi,2011,220000,90000,Petrol,Individual,Manual,Second Owner,5,19.0,998,66.1,90.0,12.301382825334498
Mahindra XUV500 W6 2WD,2015,800000,140000,Diesel,Individual,Manual,First Owner,7,15.1,2179,140.0,330.0,13.592367006650065
Tata Indica V2 DLX,2007,59259,104000,Diesel,Individual,Manual,Second Owner,5,17.2,1396,53.5,4905.0,10.98967294619611
Hyundai Grand i10 CRDi Sportz,2015,450000,53000,Diesel,Individual,Manual,First Owner,5,24.0,1120,70.0,160.0,13.017002861746503
Mahindra Thar DI 4X4 PS,2015,750000,16000,Diesel,Individual,Manual,First Owner,7,18.06,2523,63.0,182.5,13.527828485512494
Maruti Baleno RS 1.0 Petrol,2019,780000,7200,Petrol,Individual,Manual,First Owner,5,21.1,998,100.5,150.0,13.567049198665774
Volkswagen Polo Diesel Comfortline 1.2L,2011,320000,77000,Diesel,Individual,Manual,Second Owner,5,22.07,1199,73.9,180.0,12.676076274775909
Mahindra KUV 100 D75 K8 Dual Tone,2017,690000,40000,Diesel,Individual,Manual,First Owner,6,25.32,1198,77.0,190.0,13.444446876573442
Maruti Swift Dzire ZDi,2012,375000,70000,Diesel,Individual,Manual,Second Owner,5,19.3,1248,73.9,190.0,12.834681304952548
Ford Figo 1.2P Sports Edition MT,2017,620000,50000,Petrol,Individual,Manual,First Owner,5,18.12,1196,86.8,112.0,13.337474757021274
Hyundai Santro Xing GL Plus LPG,2015,300000,85000,LPG,Individual,Manual,First Owner,5,9.415,1086,62.1,96.1,12.611537753638338
Maruti Eeco 7 Seater Standard BSIV,2016,370000,58000,Petrol,Individual,Manual,Second Owner,7,15.37,1196,73.0,101.0,12.821258284620408
Mahindra Thar 4X4,2013,770000,85000,Diesel,Individual,Manual,First Owner,7,16.55,2498,105.0,247.0,13.554145793829866
Hyundai Xcent 1.2 Kappa S Option,2014,500000,65000,Petrol,Individual,Manual,First Owner,5,19.1,1197,81.86,113.75,13.122363377404328
Mahindra KUV 100 mFALCON D75 K2,2017,450000,120000,Diesel,Individual,Manual,First Owner,6,25.32,1198,77.0,190.0,13.017002861746503
Hyundai Santro Xing GL Plus,2013,195000,50000,Petrol,Individual,Manual,Second Owner,5,17.92,1086,62.1,96.1,12.180754837545884
Maruti Wagon R AMT VXI Option,2018,472000,30000,Petrol,Individual,Automatic,First Owner,5,20.51,998,67.0,90.0,13.064734264567692
Maruti Alto K10 VXI,2014,250000,58000,Petrol,Individual,Manual,Second Owner,5,23.95,998,67.05,90.0,12.429216196844383
Chevrolet Beat Diesel,2011,165000,70000,Diesel,Individual,Manual,Second Owner,5,25.44,936,57.6,150.0,12.013700752882718
Tata Zest Quadrajet 1.3 XT,2018,525000,110000,Diesel,Individual,Manual,Second Owner,5,20.65,1248,88.7,190.0,13.17115354157376
Maruti Wagon R LXI,2003,145000,65000,Petrol,Individual,Manual,Third Owner,5,18.9,998,67.1,90.0,11.884489021402711
Ford Classic 1.4 Duratorq CLXI,2014,310000,90000,Diesel,Individual,Manual,Second Owner,5,19.68,1399,67.0,160.0,12.644327576461329
Mahindra Bolero SLX 4WD BSIII,2008,250000,200000,Diesel,Individual,Manual,First Owner,7,13.6,2523,63.0,180.0,12.429216196844383
Ford Classic 1.4 Duratorq CLXI,2014,330000,100000,Diesel,Individual,Manual,Second Owner,5,19.68,1399,67.0,160.0,12.706847933442663
Ford Figo Diesel Titanium,2012,250000,80000,Diesel,Individual,Manual,Second Owner,5,20.0,1399,68.0,160.0,12.429216196844383
Mahindra NuvoSport N8 AMT,2017,650000,60000,Diesel,Individual,Automatic,First Owner,7,17.45,1493,100.0,240.0,13.38472764187182
Maruti Alto K10 VXI,2016,305000,40000,Petrol,Individual,Manual,First Owner,5,23.95,998,67.05,90.0,12.628067055589549
Maruti Ciaz VDi Plus,2015,600000,50000,Diesel,Individual,Manual,First Owner,5,26.21,1248,88.5,200.0,13.304684934198283
Maruti Wagon R LXI Optional,2015,280000,110000,Petrol,Individual,Manual,First Owner,5,20.51,998,67.04,90.0,12.542544882151386
Tata Indigo CR4,2011,153000,50000,Diesel,Individual,Manual,Second Owner,5,23.57,1396,70.0,140.0,11.938193200374572
Mahindra TUV 300 mHAWK100 T8,2018,700000,30000,Diesel,Individual,Manual,First Owner,7,18.49,1493,100.0,240.0,13.458835614025542
Maruti 800 AC,2006,155000,70000,Petrol,Individual,Manual,Second Owner,4,16.1,796,37.0,59.0,11.951180395901384
Maruti Alto K10 2010-2014 VXI,2012,235000,80000,Petrol,Individual,Manual,Third Owner,5,20.92,998,67.1,90.0,12.367340793126296
Tata Indica DLS,2005,60000,100000,Diesel,Individual,Manual,Fourth & Above Owner,5,19.2,1248,82.0,180.0,11.002099841204238
Maruti Swift VXI Optional,2016,500000,15000,Petrol,Individual,Manual,First Owner,5,20.4,1197,81.8,113.0,13.122363377404328
Maruti Estilo LXI,2009,155000,63000,Petrol,Individual,Manual,Third Owner,5,19.2,1248,82.0,180.0,11.951180395901384
Skoda Rapid 1.5 TDI AT Style Plus,2016,675000,88000,Diesel,Dealer,Automatic,First Owner,5,21.66,1498,103.52,250.0,13.422467969854667
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,950000,80000,Diesel,Dealer,Manual,First Owner,7,12.99,2494,100.6,200.0,13.764217263576723
Mahindra XUV500 W5 BSIV,2018,1051000,59865,Diesel,Dealer,Manual,First Owner,7,15.1,2179,152.87,360.0,13.865252649859087
Volkswagen Polo 2015-2019 GT 1.5 TDI,2016,591000,60000,Diesel,Dealer,Manual,First Owner,5,21.49,1498,108.5,250.0,13.289571296388235
Hyundai i20 Asta 1.4 CRDi,2015,585000,72000,Diesel,Dealer,Manual,First Owner,5,22.54,1396,88.73,219.7,13.279367126213993
Honda City i-VTEC CVT ZX,2017,1025000,68140,Petrol,Dealer,Automatic,First Owner,5,18.0,1497,117.6,145.0,13.840203170554645
Maruti Swift VDI,2014,450000,53190,Diesel,Dealer,Manual,First Owner,5,28.4,1248,74.0,190.0,13.017002861746503
Hyundai i20 2015-2017 Sportz 1.4 CRDi,2014,484999,70100,Diesel,Dealer,Manual,First Owner,5,22.54,1396,88.73,219.7,13.091902108061824
Honda Jazz 1.5 S i DTEC,2018,650000,47725,Diesel,Dealer,Manual,First Owner,5,27.3,1498,98.6,200.0,13.38472764187182
Maruti Swift Dzire VDI,2014,434999,70195,Diesel,Dealer,Manual,Second Owner,5,28.4,1248,74.02,190.0,12.983099011217604
Ford Figo Diesel EXI,2011,195000,77395,Diesel,Dealer,Manual,Second Owner,5,20.0,1399,68.0,160.0,12.180754837545884
Mahindra Marazzo M2 8Str BSIV,2019,1000000,17000,Diesel,Dealer,Manual,First Owner,8,17.3,1497,121.0,300.0,13.815510557964274
Hyundai Elantra CRDi SX Option AT,2013,650000,64000,Diesel,Dealer,Automatic,First Owner,5,14.62,1498,113.42,250.0,13.38472764187182
Chevrolet Beat Diesel LS,2014,190000,74321,Diesel,Dealer,Manual,First Owner,5,25.44,936,56.3,142.5,12.154779351142624
Maruti Swift Dzire ZDI,2013,409999,80235,Diesel,Dealer,Manual,Second Owner,5,28.4,1248,74.02,190.0,12.923909999653127
Hyundai Creta 1.6 CRDi AT SX Plus,2016,1050000,77150,Diesel,Dealer,Automatic,First Owner,5,17.01,1582,126.2,259.9,13.864300722133706
Volkswagen Vento 1.5 TDI Highline Plus AT,2015,651000,69000,Diesel,Dealer,Automatic,First Owner,5,22.15,1498,108.6,250.0,13.386264921190707
Skoda Octavia Ambiente 1.9 TDI,2010,355000,116000,Diesel,Individual,Manual,First Owner,5,18.7,1896,66.0,180.0,12.779873068457553
Hyundai Verna 1.6 CRDi S Option,2015,600000,80000,Diesel,Individual,Manual,First Owner,5,23.9,1582,126.32,259.8,13.304684934198283
Maruti Swift VDI,2018,685000,26000,Diesel,Individual,Manual,First Owner,5,28.4,1248,74.0,190.0,13.437174117244362
Maruti Swift LDI,2018,509999,100000,Diesel,Individual,Manual,First Owner,5,28.4,1248,74.0,190.0,13.142164043914272
Maruti Alto Green LXi (CNG),2012,150000,82300,CNG,Individual,Manual,Second Owner,5,18.781,796,38.4,62.0,11.918390573078392
Maruti Swift Dzire Vdi BSIV,2017,650000,82050,Diesel,Individual,Manual,First Owner,5,19.3,1248,73.9,190.0,13.38472764187182
Toyota Etios VD,2012,400000,74500,Diesel,Individual,Manual,First Owner,5,19.2,1248,82.0,180.0,12.89921982609012
Mahindra XUV500 W8 4WD,2012,675000,120000,Diesel,Individual,Manual,Second Owner,7,15.1,2179,140.0,330.0,13.422467969854667
Renault KWID AMT,2018,319000,30000,Petrol,Individual,Automatic,First Owner,5,24.04,999,67.0,91.0,12.672946381766982
Honda Amaze S Petrol BSIV,2019,640000,6000,Petrol,Individual,Manual,First Owner,5,19.5,1199,88.76,110.0,13.369223455335854
Hyundai i20 1.2 Asta,2017,650000,30000,Petrol,Individual,Manual,First Owner,5,18.6,1197,81.83,114.7,13.38472764187182
Maruti Alto Green LXi (CNG),2010,155000,70000,CNG,Individual,Manual,Second Owner,5,18.781,796,38.4,62.0,11.951180395901384
Maruti Swift Ldi BSIII,2008,175000,120000,Diesel,Individual,Manual,First Owner,5,17.8,1248,75.0,190.0,12.072541252905651
Hyundai Grand i10 CRDi Asta,2014,430000,80000,Diesel,Individual,Manual,Second Owner,5,24.0,1120,70.0,160.0,12.971540487669746
Tata Indica V2 DLS,2008,65000,110000,Diesel,Individual,Manual,Second Owner,5,17.2,1396,53.5,4905.0,11.082142548877775
Hyundai Accent GLS,2009,150000,70000,Petrol,Individual,Manual,Third Owner,5,13.2,1495,94.0,4905.0,11.918390573078392
Hyundai i20 Active S Petrol,2019,620000,13000,Petrol,Individual,Manual,First Owner,5,17.19,1197,81.86,114.73,13.337474757021274
Maruti Ritz VDi,2011,275000,165000,Diesel,Individual,Manual,First Owner,5,21.1,1248,73.9,113.0,12.524526376648708
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,2013,454000,120000,Diesel,Individual,Manual,Second Owner,10,13.58,2499,72.4,171.0,13.025852477023484
Mahindra TUV 300 T4,2017,600000,30000,Diesel,Individual,Manual,Second Owner,7,18.49,1493,100.0,240.0,13.304684934198283
Volkswagen Vento Diesel Comfortline,2011,400000,100000,Diesel,Individual,Manual,Second Owner,5,20.54,1598,103.6,250.0,12.89921982609012
Mahindra Renault Logan 1.5 DLE Diesel,2007,180000,187000,Diesel,Individual,Manual,Second Owner,5,19.2,1461,65.0,0.0,12.100712129872347
Maruti Vitara Brezza VDi,2016,750000,70000,Diesel,Individual,Manual,First Owner,5,24.3,1248,88.5,200.0,13.527828485512494
Maruti Swift VXI Optional,2016,500000,40000,Petrol,Individual,Manual,First Owner,5,20.4,1197,81.8,113.0,13.122363377404328
Honda Mobilio RS Option i DTEC,2015,1000000,46000,Diesel,Individual,Manual,First Owner,7,24.5,1498,98.6,200.0,13.815510557964274
Maruti Baleno Alpha 1.3,2017,740000,24400,Diesel,Individual,Manual,First Owner,5,27.39,1248,74.0,190.0,13.514405465180353
Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,2018,1290000,29899,Diesel,Dealer,Automatic,First Owner,5,22.15,1498,108.6,250.0,14.070152776337855
Renault Lodgy 85PS RxL,2017,695000,34000,Diesel,Dealer,Manual,First Owner,8,21.04,1461,83.8,200.0,13.45166712454693
Hyundai Elite i20 Asta Option CVT BSIV,2018,730000,31000,Petrol,Dealer,Automatic,First Owner,5,17.4,1197,81.86,117.0,13.500799813124575
Chevrolet Trailblazer LTZ 4X2 AT,2016,1295000,46000,Diesel,Dealer,Automatic,Second Owner,7,11.45,2776,197.2,500.0,14.074021253115776
Isuzu MU 7 AT Premium,2016,1160000,121000,Diesel,Dealer,Automatic,First Owner,7,12.08,2999,161.0,333.0,13.963930563082547
Mercedes-Benz GLC 220d 4MATIC,2017,3300000,60000,Diesel,Dealer,Automatic,First Owner,5,0.0,1950,194.0,400.0,15.009433026436708
Maruti Celerio ZXI Optional AMT BSIV,2016,434999,10000,Petrol,Dealer,Automatic,First Owner,5,23.1,998,67.04,90.0,12.983099011217604
Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,4600000,6000,Diesel,Dealer,Automatic,First Owner,5,17.9,2143,170.0,400.0,15.341566861459324
Hyundai Creta 1.6 CRDi SX,2015,850000,59235,Diesel,Dealer,Manual,First Owner,5,19.67,1582,126.2,259.9,13.652991628466498
BMW X4 M Sport X xDrive20d,2019,5800000,21000,Diesel,Dealer,Automatic,First Owner,5,16.78,1995,190.0,400.0,15.573368475516649
Honda Amaze S i-Dtech,2014,520000,48000,Diesel,Individual,Manual,First Owner,5,25.8,1498,98.6,200.0,13.16158409055761
Mahindra Xylo D4,2018,650000,114000,Diesel,Individual,Manual,First Owner,7,14.95,2489,93.7,218.0,13.38472764187182
Maruti Swift Dzire LDi,2011,430000,120000,Diesel,Individual,Manual,Second Owner,5,19.3,1248,73.9,190.0,12.971540487669746
Hyundai i20 Magna Optional 1.4 CRDi,2013,360000,144000,Diesel,Individual,Manual,First Owner,5,21.9,1396,88.8,219.7,12.793859310432293
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,791000,190000,Diesel,Individual,Manual,First Owner,5,24.3,1248,88.5,200.0,13.581053246749791
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,950000,190000,Diesel,Individual,Manual,Second Owner,7,12.99,2494,100.6,200.0,13.764217263576723
Maruti Swift VDI,2019,690000,20000,Diesel,Individual,Manual,First Owner,5,28.4,1248,74.0,190.0,13.444446876573442
Maruti Swift Dzire Vdi BSIV,2012,371000,100000,Diesel,Individual,Manual,First Owner,5,19.3,1248,73.9,190.0,12.823957341589573
Tata Indica V2 DLX TC,2008,45000,60000,Diesel,Individual,Manual,Second Owner,5,16.8,1405,68.0,4905.0,10.714417768752456
Ford Fiesta 1.4 ZXi TDCi Limited Edition,2006,55000,201000,Diesel,Individual,Manual,First Owner,5,17.8,1399,68.0,0.0,10.915088464214607
Volkswagen Vento Diesel Highline,2011,240000,110000,Diesel,Individual,Manual,First Owner,5,20.54,1598,103.6,250.0,12.388394202324129
Maruti Swift VDI BSIV,2014,495000,77215,Diesel,Individual,Manual,Second Owner,5,25.2,1248,74.0,190.0,13.112313041550827
Maruti Swift 1.3 LXI,2005,170000,50000,Petrol,Individual,Manual,First Owner,5,19.2,1248,82.0,180.0,12.043553716032399
Honda Jazz 1.2 S i VTEC,2015,671000,48228,Petrol,Dealer,Manual,First Owner,5,18.7,1199,88.7,110.0,13.41652441595382
